label,text,coarse_label
1,International rescue funds and the European Central Bank stand readyto helpincase panic should nevertheless spread,0
5,Five out of Germany's eight leading economic research institutes thinkthe eurozone could now cope with a Greek exit,2
1,"This does not mean, however,that Germany or the other eurozone countries wantGreece to leave",0
1,"Even ifcontagion was limited,another worsening of the eurozone crisis would undermine confidence, stunt the region's fragile recovery and makeEurope's leaders -many of whom have declared the crisis over- look inept",0
1,The political and economic consequences for other European countries would be severe,0
1,the rest of Europe does not wantto be blackmailed,0
1,it will likely be readyto talk,0
1,"The new Greek government,whetherit is led by the incumbent premier Antonis Samaras, Tsipras, or a new coalition,could reasonably demand a new grand bargain",0
1,under which the ECB-IMF-EC troika of lenders agreesto revisit the debt issuewhilethe Greek government promisesto make the economy fit for the future,0
1,"Economic reform, however, is hardlywhatGreek politicians are talking about in this election campaign",0
1,"Greek voters face the unenviable choice between re-electing the mainstream politicianswho landed Greece in its current mess in the first place,or voting for Tsipras or other populistswho make unrealistic promises of higher wages and more security",0
1,The trouble is notthat Tsipras is radical,0
1,it isthat he is not radical enough,0
1,"Bypromising state handouts to voters and protection for vested interests,he is perpetuating the dysfunctional systemthat plunged Greece into crisis",0
1,"Over the past few years, the ruling coalition between the two established parties has tried a tricky balancing act ofpreserving the system of bureaucratic cronyismthat since the 1970s they have helpedto build,and modernising Greece's state and economy",0
1,aspromised to international lenders,0
1,"The result was an often agonisingly slow process of to and fro, with troika officials regularly departing in frustration about Greek foot-dragging",0
1,It is not only the troika's emphasis on austeritythat has caused the Greek people so much pain,0
1,As important wasthat huge adjustments were foisted upon an extraordinarily rigid economy,0
1,"Despite much effortto open up mollycoddled sectors since 2010,Greece is still one of Europe's most overregulated economies",0
1,"Sluggish bureaucracies and exaggerated form-filling are the main reasonGreece's exports have not rebounded like those of Spain, Portugal and Ireland",0
1,The absence of a reliable land registry is holding back investment,0
1,An unreformed social security system still benefits better-off households more than the destitute,0
1,the tax burden on ordinary people has risen,0
1,wealthy individuals and companies can still often evade their dues,0
1,"And wages in the public sector have fallen - but nowhere near as fast as those in the private sector, despite starting from a much higher level",0
1,Greek politicians must get serious aboutremoving the shackles from the economy,0
5,"Economists thinkthe benefits of structural reforms could materialise quickly in Greece's inefficient economy, and would be substantial",2
5,The Organisation for Economic Co-operation and Development estimatesthat Greek businesses could save hundreds of millions of euros a yearifthe government scrapped burdensome regulations,2
4,The Greek thinktank IOBE calculatesthat improvements to the business and investment environment could lift GDP by more than 2% in just two years,2
5,stepsto increase competition in industries and serviceswould have an even bigger impact,2
1,Greece has startedbuilding a sounder economy on the wreckage of a public sector bubble and a strangulated private sector,0
1,The costs have been exorbitant,0
1,It would be a real Greek tragedyifthe country's next government squandered the potential gains and reversed the process,0
1,"Asinternational leaders gathered in London this weekto discuss Afghanistan,we once again heard familiar proclamations of support for Afghanistan and renewed commitments towards its people, particularly women and girls",0
1,"International partners promisedto continueto assist Afghanistan through its ""transformation decade"",but also underlinedthat asNATO completes it military mission,they also expectthe country to stand on its own feet",0
1,This message has its merits,0
1,International donors have been generous ingiving billions in foreign aidto Afghanistan,0
2,Countless lives - foreigners and Afghans - have been lost in the violence,2
0,"Asthe military transition completes,Afghanistan is also ushering in a new government, headed by President Ashraf Ghani",2
1,"who has visionary ambitions for his country,and has made firm commitmentsto supportand empower women and girls",0
1,"As a regular visitor to the war-torn country, I, too, believethat Afghans possess the ingenuity, resilience and desireto transform from poverty to prosperity",0
1,"There have been remarkable, often unacknowledged, gains in Afghanistan",0
1,"For years,asthe Taliban ruled,Afghanistan was the world's forgotten country",0
1,Human rights abuses were endemic,0
1,the population shrank,0
0,millions poured over the borders to Iran and Pakistan as refugees,2
1,Women were kept from schools and employment and forced into early marriages,0
1,"Today, many of those refugees have returned home",0
1,Millions of girls are in school,0
1,record numbers of women are pursuing higher education,0
1,"There are accomplished female political leaders, policewomen, judges",0
0,"for the first time in its young democracy, Afghanistan has a high-profile and active First Lady,Rula Ghani,championing the rights of Afghanistan'sinternally displaced",2
1,"aswe acknowledge progress,we must also acceptwe have unfinished business in Afghanistan",0
2,There is no quick fix for the devastation of 40 years of war,2
1,the Afghan people are still struggling,0
1,Asforeign troops prepareto leave,0
1,"my organisation, the Norwegian Refugee Council, is expanding its humanitarian programmesto assist growing numbers of internally displaced persons",0
4,"In 2014 alone, 120,000 Afghans have fled their homes and communities because of violence",2
1,"These displaced Afghans, often in need of urgent assistance, typically flock to Kabul and other citieswherethey believesupport will be available for them",0
1," walk around the overcrowded, ramshackle dwellings,asit is clearto seethat their needs are not being met",0
1," they are growing, with women almost always suffering the most",0
0,Afghan womenI mettold mehowtheir priority isto find a safe placeto live in a land still beleaguered by violence,2
1,They spokeof the enormous challenges they faced for members of their familiesto find jobs or earn an adequate income in a countrywheremore than a third already live under the poverty line,0
0,Many shared with me the worriesthey have aboutbeing ableto put food on the table for their families,2
4,a concern all the more alarminggiventhat 1.2 million of the country's children presently suffer from malnutrition,2
2,"Women without the support of male family members; those widowed, abandoned,who have escaped abuse or care for a disabled husband,are particularly vulnerable",2
2,there can be no quick fix for war,2
2,there is no easy solution for decades of women's rights abuses,2
1,Women are much more likelyto be more disadvantaged than their husband or brother,0
1,"many face extreme poverty, physical and psychological violence, illiteracy and discrimination in all facets of life",0
1,There are still deeply entrenched social stigmas towards women working or pursuing education,0
1,Many Afghan women are not aware of their rights,0
1,their voices are too rarely heard,0
0,"I am proudthat the Norwegian Refugee Council works directly with thousands of women at a community levelto educate them about their legal rights, and helpthem navigate systems and processesthat still too often discriminate against them",2
1," despite these needs, despite the tenuous gains in women's rights, international humanitarian supportto help Afghanistanis actually declining",0
0,"In 2014, the UN lowered its humanitarian appeal by 14 percent, in recognitionthat donors would not provide adequate funding for a larger appeal",2
0,The US - by far the largest donor - halved its development aid in 2014,2
0,"In August, the World Food Programme announcedthat a $40m funding shortfall meantthat they were forcedto cut food rations",2
1,meaning food shortagesare likelyto grow,0
1,We hear all too oftenthat girls' schools are facing closure because of lack of future funding,0
1,"In many respects, the realities in Afghanistan today have been an uneasy backdrop to the London Conference",0
1,international partners have again committedto support Afghanistan,0
1,"this must be matched with donors making real, long-term contributions",0
1,"ForAfghanistan to be the country of prosperity, freedom and safetywe wantit to be,andwith full support for women's rights, international governments must produce a set of genuine commitments and pledges, includingaddressing the most pressing humanitarian needs",0
1,"Ordinary Afghans, women in particular, must be reassuredthat ""transformation"" doesn't equate to a reduction in the world's interest or concern for their lives",0
1,We have no excuses,0
1,We knowwhatneedsto be done,0
1,New Jersey governor Chris Christie's weight - and whetherit will impact any run for higher office- is once again the subject of discussion,0
1,"(Itcomes up every year or so,andthis year it's boundto come up every month or so.)",0
0,"On Sunday, Christie drew some people's ire bysitting with (ok, and hugging) the owner of the Dallas Cowboys",2
0,the team of which he is a fan,2
1,"It doesn't actually seemto matterwhatChristie does, though",0
1,"the kneejerk reaction to a hefty politician is always, inevitably,to insult his body",0
1,now Christie's brother is even reacting to that reaction on Facebook,0
1,Fat people are describedas gross and disgustingoften enoughthat some of us loathe our own bodies to the point of self-injury,0
1,"People thinkwe're stupid and weak(or we'd just lose weight, right?)before they even talk to us",0
2,Fatness is classified as a disease in the United States,2
0,"For his part, Christie, with his long history ofbeing fat in the public eye,turned to a weight-loss surgery called lap band in his effortsto lose weight",2
1,"In that last linked article, those close to him claimedit would humanize him in the eyes of the public - withoutrecognizingthat he is, in fact and in fat, already human",0
1,Our humanity hardly seemsto matter to people going for the easy fat jokes,0
1,The truth isthat fat people often have a more difficult time finding a good job,0
1,"(Even,maybe especially, THE job",0
1,You're less likelyto get a promotionwhenyour body doesn't match the image of a desirable employee,0
1,This bias - this discrimination - on the part of employerscosts them top talent and actually winds upadding to stereotypes about us,0
1,It's hard for fat peopleto be perceived as hard workerswhenno one believes in our work ethic in the first place,0
0,"that's hardly the worst of the stereotypes: a couple of years ago, during a televised ""debate"" about fatness and fat acceptance with anti-obesity spokesperson MeMe Roth and model Crystal Renn,Roth finally gave in and calledme stupid",2
5,using a single studythat proclaimthat fat people just have smaller brains and are therefore less intelligent,2
0,I laughed,2
1,it was a desperate attempt at an insult morethanit was scientific discussion,0
1,it was also honest,0
0,becauseit's definitely not the first timeI've run across that conviction,2
1,"Chris Christie, for all of his accomplishments, faces the same sort of discrimination as the fat person passed over for a job because of a hiring manager's bias",0
1,he's just facing it on a very intense and public level,0
1,People look at him and judge his body,0
1,They don't evaluate his intelligence based on his decisions,0
1,they just assumehe's stupidbecausehe's fat,0
1,They ignorethat it does actually take quite a lot of workto get elected as governor,0
2,"politics is many things,butit's never a cake walk",2
0,he's been involved since 1977,2
0,"And America has had fat presidents before - not many of them, but some rather notable ones, including Teddy Roosevelt",2
1,Chris Christie is- andthis is another uncomfortable thing for someone with my own fairly radical political viewsto say- a complicated and intelligent politician,0
1,His actions are often well-considered,0
1,"(even whenI screamingly disagree with them,which happens a lot)and even sometimes moderate, at least in the sensethat he occasionally works across party lines ... and certainly across state lineswhenit comes to the NFL",0
1,But the fat jokes keep on coming,0
0,How bouthittin the gym??,2
1,Christie won't back down,0
5,"US News & World Report's David Catanese even saidthat his brother's defense makesChristie looks bad because...he countered ""'crazy, pathetic posts' with one of his own""",2
1,Apparently it's more presidentialwhenyou take the abuse about your body without anyone saying anything,0
1,And the fat jokes keepobscuring the actual conversationthat needsto happen about Christie's political views,0
1,he remains cagey aboutrunning for the Republican nomination in 2016,0
1,you're one of the people,0
1,who'd rather insult his weight than talk about his politics,0
1,"I haveto ask:who is the less intelligent person, really?",0
1,I don't thinkit's the fat guy,0
1,The last thinga beleaguered Vladimir Putin will wantto hearisthat Russia has now reached the stagewhereit desperately needs an IMF-supported economic adjustment program,0
1,"Without such a program, it is difficultto seehowRussia can regain domestic and international confidence in the management of its economy",0
1,"Absent the IMF,it is also difficultto seehowRussia will be ableto avoid the imposition of damaging capital controls on its economy",0
1,There can be no denyingthat Russian policymakers were totally blindsided by the collapse in international oil prices from around $110 a barrel in midsummerto $50 a barrel at present,0
1,"All too likely this will proveto have been a very costly lapse in economic policy judgment, particularly considering that energy accounts for around two-thirds of Russian exports and around half of its tax revenues",0
1,A dramatic drop in international oil prices would have been difficult for Russia in normal times,0
1,these are hardly normal times for Russia,0
0,effective financial sanctions are being imposed on it in the context of the ongoing Ukrainian crisis,2
4,Those sanctions have precipitated more than $100 billion in capital flight from Russia since the start of this year,2
1,They are also seriously restricting the ability of Russian corporationsto refinance their large U.S  dollar debtscoming due,0
1,"Inresponding to a burgeoning balance of payments crisis,Russian policymakers appearto have made every mistake in the book",0
1,The central bank was painfully slowto use its large international reserves or interest rate policyto calm market fears about the currency's stability,0
1,"Compounding matters,the central bank has managedto convey the impressionthat the Russian government stands fully behind the Russian corporate sector's more than $600 billion in foreign currency debt",0
4,"Worse yet, the central bank's actions have not been backed up by any serious adjustment to the government's spending plans, despite the factthat the oil price now is around 50 percent below the level assumed in the government's budget",2
1, there have been no proposalsto reform the insidious interconnection between the government and the corporate sectors,0
1,which has seriously undermined confidence in the management of the economy,0
4,"With the governmentseemingly at sea, the Russian ruble,has lost almost half of its value since the start of the year",2
1,This is somethingthat Russia can ill-afford,0
4,consideringthat inflation is already over 9 percent,2
1,that the Russian people are all too familiar with the pain associated with very high inflation rates,0
1,The public is already starting to hoard groceries,0
1,beforethey get more expensive,0
1,people are rushing to their ATMs,0
1,the going is still good,0
1,It would seemto be only a matter of timebeforethey startrunning on their banks,0
1,Experience amply suggeststhat it is very hardto regain economic confidenceonceit has been lost,0
1,The countries in Russia's dire economic circumstancesthat have succeededhave done so in the context of a carefully coordinated economic adjustment programthat had the imprimatur of an outside independent agency like the IMF,0
1,"For Vladimir Putinto successfully approach the IMF,he would haveto back down on his Ukrainian adventureto win Western support",0
1,Consideringthat to be highly unlikelyRussians should brace themselves for a rough economic ride next year,0
1,For not only isit all too likelythat Russia will experiencea deep economic recession and double-digit inflation,0
1,It will also be subjected to capital controlsthat will further distort Russia's already highly distorted economy,0
1,Defaulting on sovereign debtis never a good strategy,0
1,Just ask Argentina,0
0,The South American nation has defaulted 10 times- -most recently this summer--on its international obligations and has experienced sharp economic decline as a result,2
4,"In the early 1900s, Argentina ranked among the world's top 10 in per capita income",2
4,"By 2012, it had fallen to 55th",2
1," Argentina is opting for stubbornness, bullying and intimidation of its debt-holders, all with a helping hand from the United Nations",0
1,it refusesto pay back bondholders for billions of dollars,0
1,"WhatArgentina wantsisto establish ""a multilateral legal framework for sovereign debt restructuring processes.""",0
1,"Such a multilateral endeavor -- established, run, and funded by governments -- will no doubt be more sympathetic to financial deadbeats like Argentina than a U.S  courtthat hasto give equal standing to the private sector",0
1,"It's also the kind of thingthat the United Nations lovesto endorse:high- minded and technical sounding, larded with ostensible respect for international legal processes, and standing above any single national interest--with absolutely no chance whatsoeverthat it will be any of these things",0
1,"Sure enough, Argentina has successfully rallied a majority of U.N  member nationsto join indenouncing Argentina's debt holders and endorsing its multilateral debt restructuring framework",0
0,"This September the U.N  General Assembly voted 124-11, with 41 abstentions,to support Argentina's position",2
0,"The U.N  Human Rights Council soon followed suit,adopting a similar resolution 33-5,with 9 abstentions",2
5,"The notorious Council,which includessome of the world's worst human rights violators in its membership,got involvedbecauseit saysexcessive debt is an impediment to full realization of ""social, economic and cultural"" rights",2
1,It is certainly truethat debt defaults take a huge toll,0
1,"the defaulting country loses access to international financial markets and foreign exchange,limiting its abilityto finance expenditures and obligations and pay for imported goods",0
1,The end result is typically sharp recession and rising unemployment,0
1,But Argentina's latest default is is different from earlier defaults,0
1,which were driven by economic crises,0
1,"The 2014 crisis, though rooted in a previous $100 billion defaultthat occurred 13 years ago,is a deliberate--and unnecessary--choice of the Argentine government",0
0,"In 2005 and 2010, Argentina offered to exchange bondsthat it had defaulted on at about 35 cents on the dollar",2
0, about 93 percent of debt holders agreed to the swap,2
0,"Some debt holders, however, held out and went to U.S  courtarguingthat Argentina hadto pay them the full value of their bonds",2
0,"In 2012, a U.S  judge ruled in their favor and further ruledthat any financial institutionthat assisted in partial paymentwould be in contempt",2
1,"Following the court's ruling, Argentina could have complied or at least paid interest on the bondswhiletryingto renegotiate a more favorable debt arrangement",0
1,"Instead, this summer it decidedto pay nothing, abandon negotiations, and rely on demagogueryto press its case in the court of public opinion",0
1,"Argentina has denounced its debt holders--shrilly and often--as ""vulture"" funds",0
1,"Of course, it never mentionsthat it was Argentinathat voluntarily issued the debt in the first place, presumably in good faith",0
1,Nor does it acknowledgethat the government's own reckless economic policies precipitated the debt crisis in the first place,0
1,"Ifyou thinkthat sort of dishonest name-calling would fall on deaf ears,you don't know the United Nations",0
1,Argentina's success inrallying a majority of U.N  member nationsto join indenouncing the debt holdersresults from an underlying fact,0
1,"At the U.N  the agenda of many developing nations consists ofblaming others for the consequences their poor economic choices and demandingthat the developed nations provide more aid, less accountability for money already given, and no rightto objectwhenfeckless countries misbehave",0
2,The U.N  resolutions in support of Argentina do not have the force of law,2
1,"But the intended goal is clearlyto establish a ""a multilateral legal framework for sovereign debt restructuring processes"" via a treaty or international convention",0
1,"Historically, U.N  resolutions are the first step in this process",0
1,"That is clearly the hope of Hector Timerman, Argentina's Minister for Foreign Affairs",0
1,who made clearwhyhis country had pressed so hardto get the resolutions,0
5,"""Vulturefunds will not stopuntilwe put the brake on...,""he declared",2
5,"""The resolution not only condemns vulture's activities, but also urgesthe UN to investigate their behavior and analyze their effect over sovereign economies.""",2
1,"In other words, he is arguing:Let's point the finger at someone elseto avoid responsibility for our own economic failings",0
1,"Asthe U.S  made clear in its statement opposing the effort,the terms of debt obligations are subject to review, renegotiation, or negation by a governmentasit feels like it",0
5,the cost of lending to everyone will riseto meet the perceived risk,2
1,Indeed many countries may findit impossibleto access international capital markets at all,0
1,"And many of the countries hardest hit will be a lot poorer than Argentina, a middle income countrythat has never learnedto live within its means",0
1,U.N.-endorsed demagoguery is no wayto resolve a problem of habitual economic and fiscal incompetence,0
1,"Unfortunately, however, it may be an effective means forseducing other countriesto join Argentina in the misery ofbeing a financial pariah",0
1,Establishing ties with Cubahas been on President Obama's bucket list for some time,0
1,This last one also has the added bonus pointthat it putshim right with the international left,0
1,which lionizes Castro,0
1,And the president will go onpicking off the next items on the bucket list for the next two years of his termunlessCongress decidesto stop him,0
1,Should they work up the gumption,0
1,lawmakers will findthey can do many thingsto stand up for the prerogatives of the legislative branch,0
1,"Obviously, the release of the 65-year-old American hostage Alan Gross should be welcome",0
0,"His ""crime"" wasto bring computers to Jews on the island",2
1,"For the last five years, he has been a victim of Cuba's state terrorism",0
1,just as11 million Cubans have been held hostage by their government for the past five decades,0
1,"Exchanging three hardened Cuban spies for Gross, establishes an insulting moral and legal equivalency",0
0,The spies actions led to the death of an American in the 1990s,2
1,they were duly convicted,0
1,Their release in exchange for Gross createsan incentive for rogue regimes and individual actors to kidnap Americans all over the world,0
1,Notonly doesPresident Obama's action failto advance freedom in Cuba,0
1,it throws a lifeline to Cuba's dictators,0
1,"whose current supplier of funds, Venezuela,is on the ropes because ofplunging oil prices",0
1,It surrenders to the demands for normalizationthat the Castros have been making for decades,0
1,So whatcan Congress do?,0
1,"Right off the bat, Congress must makeit crystal clear to President Obamathat he lacks the authorityto lift the embargo on Cuba, allow tradeto take place between the two nations,lettourists to go to Cubato bail out the regimeor giveCuba have access to capital markets",0
1,U.S  law--the Helms-Burton Act of 1996--givesthe Congress power to override any action taken by the executiveto lift the embargo,0
1,"In orderto lift the embargo,the Cuban government would haveto give the Cuban people a number of rights--of association, speech, political activity, etc ",0
1,that President Obama obviously failedto secure in his 45-minute conversation with Cuban dictator Raul Castro Tuesday,0
1,Congress can also make clear to the presidentthat there are statutory criteriathat must be met,0
1,beforehis administration can take Cuba off the State Department list of terrorism sponsors,0
1,The president must inform Congressthat there has been a change of leadership and policies of the Cuban governmentandthat Castro has given assurancesthat it will no longer support terrorist acts,0
1,Can President Obama do any of that?,0
1,Senators should also make clearthat they will put a hold on any ambassadorthat Mr  Obama nominatesto serve in Cuba,0
1,he can guaranteethat the Cuban government is no longer a threat to the United Statesand has decidedto grant freedom to people in Cuba,0
5,"Sen  Marco Rubio, R-Fla , has already saidhe plansto do that",2
1, Congress can look into the possibility ofusing policy riders in the upcoming DHS appropriations debate in February and the Fiscal Year 2016 appropriations processto deny the president funds forsetting up relations,0
1,Congress must act,0
1,becausePresident Obama has been completely feckless in his entire approach to Cuba,0
1,He received nothing in exchange for many substantial concessions made to the Communist regime,0
1,"After five years of ""negotiations"" President Obama endedexactly whereRaul Castro's demands began five years ago",0
5,"As Senator Marco Rubio said, President ""Obama is the worst negotiator since Carter.""",2
1,"Mr  Obama's statement was filled with Havana's communist talking points, such asaffirmingthat Cubans are poor and unfree because of the embargo,orthat Cuba was a U.S  colony",0
1,None of that is true,0
1,yet Mr  Obama said it,0
1,Congress must actto limitthe damage inherent in this Havana Giveaway,0
1,Obama will simply move on to the next misguided item on his bucket list,0
1,"Recent reports of the Kingdom of Saudi Arabia reopening its embassies in Baghdad and in the capital of the Kurdish Regional Government, Erbil, may appearto be an overdue, yet mundane diplomatic affair",0
1,this news signifies a development in Saudi foreign policy to Iraq,0
0,diplomatic relations between Riyadh and Baghdad were severed after Saddam Hussein's invasion of Kuwait in 1990,2
0,Saudi Arabia failedto reopen diplomatic facilities in Iraqastensions ensued with the post-Baathist government,2
1,"The recent news serves as an indicationthat Riyadh has finally come to terms with a Shia-led government in Baghdad, and is now seeking a presence in Iraqto influence developments there on an official, bilateral level",0
1,"In terms of regional power dynamics, the fall of Saddam Hussein's government in 2003 affected all of Iraq's neighbours",0
0,Jordan and Syria hadto deal with an influx of Iraqi refugees,2
1,Both Syria and Iran fearedthe Bush administration would use Iraq as a baseto destabilise their regimes,0
1,Both Turkey and Saudi Arabia fearedthat the empowered Kurds and Shia in Iraq after 2003 would foment similar aspirations among their respective Kurdish and Shia populations,0
1,The reopening of embassies in Baghdad after the US-led occupation had been a contentious issue for regional actors in the Middle East,0
0,The new politicians in Iraq hadto urge various Arab states and organisationsto reopen their embassies in Baghdadin orderto bestow some regional legitimacy upon a nascent Iraqi government,2
1,The Arab League hesitatedreopening its diplomatic facilities in Baghdad as an indirect way ofprotesting the factthat an Arab capital was under foreign control,0
0,Baghdad repeatedly askedSyria to open up its embassy in Baghdad,2
1,hopingthat diplomatic relations would end Syria's policy ofgranting refuge to former Baathistsand supporting the Iraqi insurgency immediately following the 2003 invasion,0
1,"For Saudi Arabia, the failureto open an embassy in Baghdadhad lessto do withthe presence of US forces occupying an Arab capital,but rather as a means ofprotesting the rise of a new Shia-led government in Iraq",0
0,"After the Iranian Revolution of 1979,Saudi Arabia's Shia beganto protest,demanding more rights from the Saudi government",2
1,the fear in Riyadh wasthat the ascent of a Shia-led government in Iraq could ignite similar protests in 2003,0
1,Saudi Arabia's fears of renewed unrest among its Shia population in its oil-rich Eastern province is an internal domestic issue,0
1, the Iraq War of 2003 also represented a foreign policy setback on the regional level,0
1,"Iraq under Saddam Hussein, even a weak Iraq after 1991, still served as a buffer against Iran",0
0,which had rivalled Riyadh for regional hegemony in the Middle East and the greater Islamic world since 1979,2
1,fighting proxy wars from Lebanon to Pakistan,0
1,"After 2003, Saudi Arabia watchedasIran's influence grew in Iraq",0
1,"which was backing Baghdad's first Shia-led government,in addition to Tehran influencing events in the Houthi rebellion in Yemen, another stateSaudi Arabia considers as its backyard",0
1,"Not onlyhad Iranian influence outflanked Saudi Arabia on both sides of its borders,butfrom the perspective of Riyadh, the Arab Spring protests of Bahrain were deemed as an Iranian-backed project",0
1," Iran seemed on the verge ofnot only acquiring a nuclear programme, but also reaching at least a de facto working relationship with the US in the region",0
1,Saudi Arabia was initially reluctantto challenge the status quo bysupporting the protests and rebellion against Syria's Bashar al-Assad,0
0,it weighed in on the side of the rebels,2
1,"in this proxy war, Iran also defeated Saudi aspirations bykeepingthe incumbent government in Damascus alive",0
5,"The regional situation in the Middle East has been described by Richard Haass, President of the Council on Foreign Relations, as the Middle Eastern Thirty Years War,oras a new sectarian Cold War waged by Iran and Saudi Arabia",2
1,one wereto use either analogy,0
1,then Iran is definitely winning this conflict,0
1,"From this perspective, the news ofreopeningthe Saudi embassies emerges in the context of a reassessment of Riyadh's foreign policy, released at a fortuitous time",0
1,King Abdullah is hospitalisedand worriesemergeof whatthis means for the future leadership of the Kingdom,0
1, the decisionto reopen the embassiesreflect a sustained period of quiet diplomacythat preceded the king's health condition,0
1,The first indicationthat Iran and Saudi Arabia were beginningto cooperate over Iraq's futureoccurred after the ISIL offensive into Mosul in the summer of 2014,0
0,"Both Tehran and Riyadh agreed on Haider al-Abbadi as a replacement to Iraq's incumbent Prime Minister, Nouri al-Maliki",2
1,This agreement represents an evolution from the Saudi side,0
1,as evident from a Wikileaks cablewhereKing Abdullah expressed his personal dislike of Maliki in a meeting with US officials,0
1,a thaw in relations occurredafterIraq's president visited Riyadh and met with the king in November 2014,0
0,a Saudi-Iraqi agreement was reachedto combat ISIL,2
1,This agreement is significant given the number of Iraqis in both the state and societywho blame the rise of ISIL on Saudi Arabia in the first place as the financial and ideological incubator of this group,0
0," Iraqi public service announcements encouragedIraqisto inform on ""foreign"" terrorists",2
1,"invoking an image of a bearded man with a short thobe, handing out funds to local Iraqis,to stir up problems in Iraq",0
1,"It appearsthat Iraq, Iran, and Saudi Arabia have come to the conclusionthat whenit comesto combatting ISIL,all three parties needto reach a modus vivendi",0
1,"one choosesto employ short hand monikersto describe the state of affairs in the region, rather than a ""Thirty Years War"" or a ""Cold War""",0
1,"regional actors in the Middle East have finally come to an agreementthat they are waging their own ""War on Terror"" against ISIL",0
1,We have now embarked on the longest general election campaign in the history of Britain,0
1,Even political obsessives quail at the thought,0
1,So I plead guilty tobringing a little genuine political debate into the process so early on in the process,0
1,"The issue is the new Scottish Labour leader, Jim Murphy, and his vainglorious boastthat he is goingto use mansion tax money from London and the south-eastto pay for 1,000 new nurses in Scotland",0
1,Letme stressthat I support the mansion tax in principle,0
1,It is a redistributive tax,0
1,which is important,0
1,taxes on assets are always worthconsidering,0
1,"The complication isthat it is, in effect, a tax on London, 80% ofwhich will be paid by people in London and the south -east",0
1,And the distorted nature of London's housing market could mean a tax with wildly distorted effects,0
1,No one really knowshow muchit will raise,0
1,It seems likelythat the people everyone agreesshould pay it-the international super-wealthy - will use their expensive lawyers and accountantsto evade it,0
1,"But it will hit older Londoners, often public sector workerswho bought houses inwhatwere then unfashionable parts of London",0
0,"as in my constituency, Hackney North and Stoke Newington",2
1,Now they are living in houses worth ?1m and rising,0
1,They are often asset rich but cash poor,0
1,Having seenLondon house prices spiral in value,0
1,they are not reassured by the ideathat the mansion tax kicks in only at?2m,0
1,"At the very least, a lot of work needsto be put into reassure those voters, and to fashion a taxthat will not hit those people unfairly",0
1,"Fortunately the shadow chancellor, Ed Balls, has an open mind on the subject",0
1,"That iswhyit is surprisingthat Murphy has jumped in feet first,boasting abouthowhe will spend money from a tax",0
1,there is no agreement onexactly howit will be levied,0
1,I am a unionist,0
1,I understandthat the Labour party has a big electoral challenge in Scotland,0
1,But I cannot believethat Scottish voters will be taken in by a crude attemptto buy their votes with money expropriated from London,0
1,Murphy is really interested inredistributing wealth,0
1,whyisn't he talking about council tax revaluation or levels of income tax in Scotland?,0
1,Instead he seeks cheap applause bytelling the Scotshowhe will extract money from England,0
0,"Recently there has been a series ofreports, including from the London Finance Commission and the Royal Society of Arts City Growth Commission, calling for the devolution of powers to our great cities",2
5, experts are sayingthat big cities should be allowedto keep their property taxes,2
1,I believethat this process should start with the mansion tax,0
1,Devolution cannot be for Scotland alone,0
1,there should also be devolution of powers to the cities and regions,0
1,Murphy cannot bully the rest of the UK about a considered devolution of fiscal powers to all our cities with a pre-emptive strike on the mansion tax,0
1,It is too easyto conflate London with bankers and the international glitterati,0
1,But London is more unequal than any other part of Britain,0
4,Child poverty is a third higher in London than the rest of England as a whole,2
1,"So, general election campaign or not,we need a proper debate on devolution of powers to our great cities",0
1,It is part of the battle against the povertythat still exists in the shadow of the glittering towers of the City of London,0
1,And some people needto be preparedto stand up for London in this important debate,0
1,The coincidence couldn't be more striking,0
0,"AsTunisians prepare for a run-off in their first full presidential elections,an Egyptian court has declaredinvalid all remaining murder and corruption charges against former President Hosni Mubarak",2
1,which stemmed from his three decades of misrule and the hundreds killed in the brutal crackdownhe launchedto preserve it,0
1,denizens of Tunis debatewhetherinterim President Moncef Marzouki or Ben Ali era veteran Beji Caid Essebsi can best move the country forward,0
0,"security forces in Cairo fired on crowdswho attemptedto enterTahrir Square, the erstwhile centre of the revolution, to protest the Mubarak decision,killing at least one person while arresting dozens",2
1,The untold thousands of peaceful protesters and activists rotting in Egypt's jails and the cult of personality todaysurrounding President Abdel Fattah el-Sisi tell the story ofhowthe reluctant decision by Tahrir's revolutionariesto agree to a military-led transitionturned out,0
1,"In Tunisia, the elements of the state, such as the interior ministry, remain bastions of the ancien regime",0
1,But the country has undeniably moved further than any Arab country towards a real and sustainable democracy,0
1,This should not surprise anyone familiar with Tunisia's history,0
0,"asthe country boasts the Arab - indeed, Muslim -world's first modern constitution, from 1861, and has long been among the most cosmopolitan and open in the region",2
1,But the central issue today isprecisely howthe country built its post-Ben Ali leadership,0
0,"Whateverone wantsto say about the Islamist Nahda Party,its spiritual and political leader Rachid Ghannoushi re-entered Tunisian politics with a long history of supporting pluralism and democracy",2
0,"whenit was clearthat the party could not govern effectively,it ceded power and agreed to new elections",2
1,members have engaged in public self-criticism about its failings,0
0,"Equallyifnot more important,Marzouki is one of the Arab world'smost respected human rights figures",2
0,whose Congress for the Republic Party has brought together various opposition tendencies since its creation in 2001,2
1,His term in office has been far from a sterling success,0
1,"it could not have been otherwise,given the Herculean task ofbuilding a new governing system on the still functioning body of Ben Ali's mafia state",0
