label,text,coarse_label
5,Reed saidthat he had no knowledgethat Cochran was writing a book,2
5,"However, Cochran saidthe director of Atlanta's ethics office had not only given him permissionto write the book, but to also mention in his biographythat he was the city's fire chief",2
5,"Cochran saidhe gave a copy of the book to Mayor Reed in January, 2014andthe mayor told himhe planned onreading it during an upcoming trip",2
5,Cochran also admittedthat he gave copies of the book to several members of the fire department - individuals withwhom he had personal relationships,2
1,The mayor also took issue with Cochran speaking publicly about his suspension,0
5,"However, Cochran saidhe honored the mayor's guidance and did not speak to the media",2
0,"He did, however,share his testimony in several churches",2
5,"""Idid not dishonor him in the process,""Cochran told me",2
1,Cochran wantsto make clearthat he does not hate anyone,0
5,"""Theessence of the Christian faith is a love without condition, sir,""he told me",2
5,"""I have demonstrated that love in the fire service for 34 years.There's not any person of any people groupthat has interacted with me for any measure of timethat can sayI havehate or disregardor discrimination in my heart for any people group.""",2
1,Cochran's plight has drawn condemnation from a number of religious groups across Georgia including the influential Georgia Baptist Convention,0
5,"""Thisis appalling,""said Robert White, president of the Georgia Baptist Convention",2
5,"""This has everythingto do with his religious beliefs.""",2
5,White told mehe believesthe mayor succumbedto pressure from the city's LGBT community,2
5,"""It'sa frightening day in the United Stateswhena person cannot express their faith without fears of persecution following,""he told me",2
5,"""It's persecutionwhena godly fire chief loses his job overexpressing his Christian faith.""",2
1,And the fire chief's firing could spark public protests and demonstrations from the state's Christian community,0
5,"""We'repast the point oftaking a public stand,""White told me",2
5,"""Christians must stand up for their rights.""",2
5,Cochran told mehe is considering his legal options,2
1,one thing is certain,0
1,He has no desireto get his old job back,0
5,"""IbelieveGod has greater things for me,""the father and grandfather said",2
5,"""I love the fire services.It's a childhood dream cometrue.""",2
5,"And don't go""I'mnot discouragedandI'm not downtrodden,""he said",2
5,"""Thisis a God thingandHe's goingto do great thingsandHe will vindicate me publicly.""",2
0,"After 13 years of the International Security Assistance Force (ISAF), the United States and a number of its NATO partners will start the Resolute Support Mission in Afghanistan",2
0,"The number of NATO and US forces is reduced from 140,000 to 13,500 -most of them American- starting January 1",2
0,"Howwill the new national unity government in Kabul weather the NATO drawdown, despite a resilient insurgency and intensified fighting?",2
1,There has been much speculation about the security transition in 2014 in Afghanistan,0
0,"In 2012, I wrote an Oped for the New York Times,warningthat ""Kabul risks political meltdown""",2
5,"Many other analysts have also predicted a sombre year,particularly afterthe refusal of former President Hamid Karzai to sign the Bilateral Security Agreement (BSA) with the US",2
1," for the time being, we were all proved wrongasthe democratic processthat began at the Bonn Conference in 2001,survived",0
1,the country was saved from the brink of a new civil war,0
1,"Indeed we have achieved important strategic gains in the last few months,starting with the landmark peaceful transfer of political power from one democratically elected leader to another, for the first time in Afghanistan's history",0
1,This milestone was made possible by the will of ordinary Afghan people,0
0,"who twice braved the threat of violence imposed by the Taliban and came out en masse,voting for their candidates of choice",2
1,"Meanwhile, the Taliban has tried hardto undermine the electoral process",0
1,"Byconfronting Afghan security forces in 16 different provinces,they wantedto gain significant territory",0
1,thus declaring themselves as an alternative governing force in the country,0
1, the Afghan security forces have been ableto hold ground and push back the insurgent offensives in almost all fronts,0
1,which has became a source of pride for the Afghan government and people,0
1,This proved wrong skepticswho doubtedthe capacity of the Afghan security forcesto defend their country,0
0,which has taken responsibility for security in many provinces since the start of the security transition in 2012,2
0,"Following the inauguration of President Ashraf Ghani and Chief Executive Officer (CEO) Abdullah Abdullah, the BSA was immediately signed, approved by an overwhelming majority of Afghan Members of Parliament",2
1,"In addition to the BSA, the signing of the Status of Force Agreement (SOFA) between NATO and the new Afghan government has created a new momentum in the country,whileensuring continued military and financial assistance for the new government",0
1,"This has inherited an economic crisis, characterised by a fiscal gap resulting from the failures of the previous government",0
1,Afghanistan's strategic gains are still contingent upon two important factors,0
1,"Firstly, there must be continued NATO support for the Afghan security forces",0
1,This is done bybuilding the capacity of the forces;providing adequate resources such as fire power and particularly air power;assisting in intelligence gathering;andlogistics support,0
1,"Without the technical and financial support from the US and NATO countries, the Afghan security forces will not be ableto sustain a high rate of casualties against the Taliban",0
4,"For instance in 2014, an additional 5,000 members of the Afghan security forces were killed either in direct fighting against the Taliban or because of terrorist attacks such as suicide and road side bombings",2
1,"Secondly, the government has the capacityto reform the security intuitionsin orderto reduce the level of corruption and eliminate political influence exercised by important power brokers",0
1,The financing of the Afghan security forces are beyond the Afghan government's resources and is totally dependent on donors' contribution,0
1,The government could make significant contributions byreducing costs,0
1,This could be done throughreducing corruption and improving management,0
1, eliminating political influence in appointments of senior officials and promotion of officers could boost the morale of the security forces and increase their fighting capacity,0
1,"Alas, despite tremendous strategic gains, the new National Unity Afghan government is struggling with key cabinet appointments, particularly in the security sector",0
1,which might have been caused by heavy political influence by power brokers,0
1," failures inherited from the previous government such as bad governance, corruption, nepotism and many other symptomsthat have caused a growing popular resentment, remain a serious threat to the national unity government",0
1,Whilepeople admitthat improvements in the security and economic sectors require time,0
1,they will not tolerate any failure infixing a dysfunctional governmentwhich has failedto address endemic corruptionand a culture of impunity,0
1,"The inability of the new national unity governmentto implement a comprehensive reform agenda,could undermine the security transition",0
1,It is clear to us in Afghanistanthat the donor countries will not tolerate anymore corruption and bad governance,0
1,which could weaken their financial commitments pledged during the NATO Summit in Wales,0
1,Any reduction in funding for the Afghan government could negatively impact the Afghan security forces,0
1,whilethe Taliban will increase their offensive,0
1,The biggest test for the security transition is ahead of us,0
1,becausethe insurgents will further intensify their attacks in the beginning of next spring,0
1,we might see a Taliban surge next summer,0
1,The Afghan government has little timeto prepare itself for the upcoming fighting season,0
1,which has impacted the US and NATO military missions in Afghanistan since 2001,0
0,"In the early hours of December 24, 2014, mere days after the attack on the Army Public School in Peshawar, a worn-out and exhausted Prime Minister Nawaz Sharif took to the airwaves",2
0,He had just concluded a marathon ten hour meeting with the chief of army staff of Pakistan,2
0,he came to the public with some new measuresthat would be undertakento ensurethat an attack like the Peshawar massacre would never happen again,2
1,The most notable and controversial of these was the establishment of special military courtsthat would try terror suspects for the next two years,0
1,"In the opinion of the prime minister, and several other political parties, this measure,which would take power away from Pakistan's civilian judiciary,was necessaryto win the fight against terror",0
1,It is no secretthat Pakistani civilian courts have themselves been targets of terror,0
0,"Just nine months before Peshawar, on March 3, 2014 two suicide bombers unleashed their mayhem inside the District Court complex in Islamabad",2
0,"Onceinside, they lobbed grenades and fired bullets",2
0,"people scrambledeverywhere, papers flewandbodies fell",2
0,"Ashappens in the aftermath of every one of the hundreds of bombingsthat have taken place in Pakistan this year,the attack on the District Court in Islamabad was claimed by one of the terror groups operating in Pakistan",2
0,"Like the Army Public School attackthat would come months later,the aftermath of carnage was grotesque, the bits and pieces of the instruments of justice, papers of pleadings, the black jackets worn by lawyers, spreadall over whathad become a crime scene",2
1,Attacks on courts are not the only problem in the adjudication of terrorism cases,0
1,"Terror suspects, in the caseswherethey are even apprehended,are rarely triedlet alone convicted",0
1,the war on terror has trundled on,0
1,Pakistan's Court system has lackedthe security or the power to conduct terrorism trials and produce convictions,0
4,"In numbers obtained from 2012, it was foundthat the conviction rate for terrorism cases in Khyber Pakhtunkhwa province,wheremany attacks were concentrated,was a paltry 4 percent",2
1,"In Punjab, the situation was not much better",0
4,In 2012 the Special Anti-Terrorism Court in that province heard 559 cases against terror suspects and 414 of these ended with acquittals,2
5,"According to Khurram Khan, a Deputy Special Prosecutor, ""Witnesses have a high rate ofrecanting because of fear or threats in kidnapping for ransom cases [...]Very few people come forward.Sincewe don't have a witness protection program,they change their statements.""",2
1,"In more high profile cases, the witnesses face death threats",0
4,"Between 1990 and 2009, a timewhenPakistan suffered thousands of terrorist attacks and suicide bombings, the acquittal rate in terror caseswas 74 percent",2
1,The establishment of military courts for a period of two years is supposedto be a solution to all of this,0
1,the militarythat is bombing terrorist hideouts in the north of the countryis also given the task ofadjudicating the cases,0
1,"the new logic goes,terrorists will certainly be punishedandtragedies like Peshawar will never happen again",0
1,It is a false premise,0
1," it is not the first timethat military courts have been established in Pakistan,subverting and sidelining the country's already ailing civilian courts",0
0,"On October 17, 1979 not longafterGeneral Zia ul Haq took over the country in a military coup,military courts were established (along with a ban on political activity and a muzzling of the Press)",2
1,The decisions of these closed courts could not be challenged in any civilian courts,0
1,"oncethat court was established,any matter could be transferred to its jurisdiction",0
4,"As a result, over one hundred such courts were established",2
1,The powersthey gave to the militaryallowed large-scale arrests and detentions of political workers and journalists,0
1,Hundreds of people were flogged and imprisoned simply forparticipating in normal political activitythat was banned under martial law,0
0,"In the present case, martial law has not been declared in Pakistan",2
1, turning over the adjudication of terror cases undoubtedly undermines the country's civilian judiciary,0
1, the secrecy surrounding military courts leavesthem open to charges ofcontravening legal principles and pursuing their own vendettas against this or that terrorist group instead of sticking to the principles of justice and obtaining convictions via fair procedures,0
1,"Giventhat military courts in Pakistan do not work under a system of legal precedent,little information exists as to the basis of convictions and acquittals",0
1,evidence is rarely madepublic,0
1,plenty of room is created for conspiracy theoriststo place doubt on any convictionthat is produced under their auspices,0
1,"A confused Pakistani public,whose anti-imperialist fervouroften leads it tochampioning extremist outfits againstwhatit perceives as US meddling,desperately needsto see the evidence against terror suspects",0
1,It is onlywhenthe procedures fordoing soare clear and transparentthat the hearts and minds vulnerable to conspiracy theoriesthat blame foreign handswill be forcedto confront extremism as a home grown issue,0
1,"The aftermath of every terror attack sees a burgeoning of just this sort of denial, whetted and promoted by groups themselves",0
1,the consequent moral murkiness makesit impossible for a Pakistani publicto see terrorism as a black and white issue,0
1,It is onlywherethe evidence against the evil masterminds of blasts and bombings is openly available and fairly presentedwill it be impossibleto ignore,0
1,the low conviction rate in civilian courts is a problem,0
1,"it is onethat can and should have been solved byproviding protection to adjudicators, witnesses and other parties instead of rendering civilian courts altogether irrelevant",0
1,The Pakistani army undoubtedly possesses the capabilityto do thisand does it regularly for its own leaders,0
1,"Similarly civilian security outfits regularly protect police officials, Parliamentarians and other office holders",0
1,"all of whom roam the country with heavy security cordonsthat are not available to lawyers, judges and witnesses in terror cases",0
1, the establishment of military courts resurrects the old military- civilian schism from the dregs of Pakistani history and leaves the issue of extremism languishing in the middle,0
1,The memory of the old military courts and their excesses against pro democracy agitators and writerswho opposed martial lawmay be distant but is not forgotten,0
1,The scepticism of the military and its machinations refreshed by this latest announcement is somethingthat will only weakenwhatshould be in Pakistana united front against extremism,0
1,The old narrative of pro-democracy activists harassed by military courtscan easily be hijacked by today's extremists,0
1,who can present themselves as similarly beleaguered and innocent,0
1,their convictions illegitimatebecausethey were handed down by military courts,0
1,"On the shoulders of such familiar manipulations, they will not be condemned convicts but heroes",0
4,"Terror is a people's problem in Pakistan, with nearly a thousand deaths in over 372 attacks just this year",2
1,"The extremistswho are wreaking this havocmust be accountable to the people, via judicial institutionsthat serve the public",0
1,The evidence hasto be seen by all and the rules madeplain and clear,0
1,The consequence then would be an unequivocal condemnation untainted by conspiracy and paranoia and constructed on fairness,0
1,winning the war against extremistsrequiresmobilising Pakistan's public against terror,0
1,military courts cannot achieve this crucial goal,0
5,"In his usual prescient fashion, Guy Debord once lamentedthat ""young people everywhere have been allowedto choose between love and a garbage disposal unit",2
5,"Everywhere they have chosen the garbage disposal unit.""",2
1,"The Situationists' vision of the future was not,asI'm sureyou've guessed, an optimistic one",0
1,it's niceto seethat their spirit is alive and well on the London underground,0
0,"""Howcan one even beginto speak of dignity in labourwhenone secretly feelsthat one's job should not exist?""a poster asks",2
0,aspart of a campaign called #bullshitjobs devised by the anarchist magazine Strike!,2
5,"Another poster reads:""The moral and spiritual damagethat comes from the situationis profound",2
5,It is a scar on our collective soul,2
5,"Virtually no one talks about it.""",2
5,"And a third:""It'sas ifsomeone were out there making up pointless jobs for the sake ofkeeping usall working.""",2
1,"Just whatevery commuter needs on their first day back at work,you might think",0
1,"But I love these subvertisements,mainly becausethey are right",0
1,No one talks about the soul-crushing sadness experienced by the chronically exhausted and unfulfilled hordes,0
1,Forget the garbage disposal,0
1,we're in urgent need of an army of pooper-scooper-wielding refuseniks,0
1,bullshit jobs are everywhere,0
1,complaining about any of this or doingsomething as daring asopting outfindsyou guilty of the most conspicuous of crimes against capitalism:laziness,0
1,"Or a suspicious lack of ambition,resulting in the label of ""scrounger""ifyou're working classand that of ""pampered entitled millennial with no moral backbone""ifyou're middle class",0
1,don't despair,0
1,humans have an incredible capacity for survival,0
1,There are waysto endure the pointlessly mundane jobsthat many of us do,0
3,Here are my tips,1
0,One of the most level-headed peopleI knowsets very little store in his jobwhenit comesto defining himself as a human being,2
0, it's the thingshe does outside of workthat he regards as his main means of personal fulfilment,2
5,Guy Debord regarded maximum pleasure as the central aim of any revolution,2
1,"so start your own personal one, via music or reading or sex or anythingthat you enjoydoing creatively",0
1,Then pour your soul into these activities instead ofthinking about work,0
1,you can do one of these activities during working hours,0
1,even better,0
1,"Not peoplewho usethe word ""facetime""as a way ofdescribinghanging out,or talk about things ""going forward""",0
1,These people will be first up against the wall,0
1,"I mean family and friends, peopleyou love",0
1,Love is the answer,0
1,"(actually, anaesthetising yourself with drink and drugs is the answer",0
1,unfortunately it's less slimming),0
1,This sounds flippant but can actually be an effective means ofdelaying job- induced madness,0
0,A friendwho workedstacking shelves in Tescoovernight was ableto keep his sanity bypretendinghe was playing a game of foodstuff-sized Tetris,2
1,"In a similar vein, you could seehow manyCradle of Filth lyricsyou can subtly weave into your customer service emails, wreak subtle psychological havoc upon your colleagues, or,ifyou're a hairdresser",0
1,",deliberately give everyone terrible haircuts for your own amusement",0
3,(my hairdresser has been doing this for years),1
1,The biggest modern lie is the one told by the Steve Jobses of this world,0
1,"that, career-wise, we must dowhatwe lovein orderto experience true happiness",0
1,"It's a lovely thought but, unfortunately for the generation sold this nonsense by idealistic baby-boomers,a fulfilling job is a luxury, not a given",0
1,"assome means of twisted compensation,we're offered slave wages, zero-hours contracts and made-up job titles",0
1,"But asdepressingasthings look,it's importantto keep hold of those youthful aspirations and harness them",0
1,"if not for financial profit, then for sanity's sake",0
1,It's exhausting,0
1,"I know, especially as in Britainwe work the longest hours in Europe",0
1,You are rightto be furious,0
1,We all are,0
5,"In the words of the retro anarchist-punk soundbite dusted off by Russell Brand:""Let's have a revolution, yeah?""",2
1,(Atleast after a short nap,0
1,"Let's continue to campaign for better and more flexible working hours, wagesthat people can actually survive on,and freedom from harassment and exploitation",0
1,Let's vote,0
1,Let's join our unions,0
1,"Let's take the bastards to tribunal (whoops, no legal aid)",0
1,you're goingto do a bullshit job,0
1,you might as well getwhatyou can out of it,0
1,The Justices of the Connecticut Supreme Court took over parenting duties of a cancer-stricken teenager Thursday,0
1,"Inso doing,they surely saved her life",0
0,"At the conclusion of oral arguments, the high court took just minutesto determinedthat state officials were rightto take custody of the girl known in court documents only as ""Cassandra C "" and forceher to undergo life-saving treatment",2
1,Jackie Fortin had encouraged her 17-year-old daughter's desireto refuse chemotherapy,0
5,"She naively pronounced,""my daughter is not goingto die.""",2
3,As ifwishing itcould makeit come true,1
1,"Sadly, both mother and daughter were wrong",0
1,They were in denial,0
1,they got their way,0
1,",Cassandra would die",0
1,It was the equivalent of suicide,0
1,I wonderhowher mother would feel then?,0
0,Cassandra has advanced Hodgkin's lymphoma,2
2,which attacks and consumes the body's immune system,2
5,Her doctors saychemotherapy treatment will give her an 85 percent chance of survival,2
5,"Yet, the teenager refused,sayingshe did not want to ""poison"" her body with chemo",2
1,Howdoes that make sense to a rational mind?,0
3,Let's employ Cassandra's own tortured terminology and logic,1
1,Does she not realizethat her body is already being poisoned by the rapidly multiplying cancer in her lymph system?,0
1,it will quickly spreaduntilit kills her,0
1,That iswhather doctors predict,0
4,Reliable statistics from the National Cancer Institute provethey are right,2
1,Chemotherapy can save her,0
2,Chemicals are introduced into the diseased bodyto attack the cancer cells,2
1,"You can call it a ""poison""ifyou want",0
1,a more accurate term is curative,0
2,"Yes, the chemicals also harm other normal cells",2
1,"To that extentthey are a poison, of sorts, producing painful and unpleasant side effects",0
2,"oncethe body recovers and is free of the cancer cells,the chemicals are gone",2
1,chemo is a poison,0
1,it is not normally a lethal one,0
1,The cancerwhich is ravaging Cassandra's bodysurely is,0
1,"byusing the term ""poison,""Cassandra meansshe does not wantto endure the side effects of nausea, vomiting, hair loss and exhaustion cond",0
1,she is being myopic,0
1,The final stages of untreated lymphoma are far more extreme and painful,0
1,"Cassandra's disdain for the treatmentthat will likely save her young lifeis, perhaps,the best evidencethat she was not mature enoughto make a wise and informed decision on her own",0
1,"But then again, neither was her mother",0
1,Which iswhythe state of Connecticut stepped in,0
1,"As an adult, Fortin, is presumedto be competent under the lawto make decisions for her daughter, a minor",0
1," Fortin's aberrant judgment inrejecting the treatmentthat could save Cassandra's life and her concomitant beliefthat her daughter would somehow, miraculously, not succumbto an insidious, fatal illness...called that legal presumption into serious doubt",0
1,"There is also evidencethat Fortin ignored obvious signs of her daughter's malignant disease at an early stage, failedto seek prompt and continuing medical attention,and has been unduly influencing Cassandra's negative reaction to treatment",0
1,"The court records suggest a domineering mother with an abiding distrust of medicine,anda daughter fearful ofrunning afoul of her mother's wishes",0
1,"To denya child beneficial,life-sustaining treatment constitutes child neglect",0
1,States have a dutyto protect children from abuse and neglect,0
1,Courts rarely hesitateto step inwherea child's life is in danger,0
1,the state was correctto intervene,0
1,the lower court was equally correctto removethe mother as unfit,0
1,"Fortunately, the Connecticut Supreme Court agreed and did the right thing",0
1,Time is on Cassandra's side,0
1,"The factthat she is 9 months away fromturning 18 years oldmay, in the end, have saved her life",0
1,It gave the high court an excuseto adhere strictly to the lawasit relates toprotecting minors,0
1,Those 9 months will also give doctors valuable timeto complete her therapy and give her a new chance at a full and happy life,0
1,She will have ample timeto wrestle with her conscience,0
1,"The Senate Intelligence Committee's scathing torture report not only described the brutality of the CIA's interrogation methods, but also demonstrated their ineffectiveness",0
0,"Led by ex-Vice President Dick Cheney,former Bush administration officials have rushed to the airwavesto defend the CIA",2
5,"""Iwould do it again in a minute,""Cheney said onNBC's Meet the Press",2
5,"claimingthat Enhanced Interrogation Techniques (EITs) produced ""actionable intelligencethat keptus safe from attacks""",2
1,Cheney & Co may not win the debate,0
1,they have succeeded inmuddying the waters,0
1,That is unfortunate,0
1,"because,beneath their bombastic caricatures of the torture programme, there's more agreementthanfirst appears among peoplewho actually count",0
1,"Aside from former officials tryingto save their reputations,it isn't one camp sayingtorture didn't ""work""andone saying it did",0
1,"it's one camp sayingit didn't,andthe other saying ""we have no idea but did it anyway""",0
1,"On several key points, the CIA is closer in substance to the Senate report than to its loudest defenders",0
5,"The Senate report foundthat the CIA was ""unprepared""to operate a detention and interrogation system",2
5,"The Agency's written response to the report says;""We fully agree""",2
5,"the CIA had ""no cadre of trained and experienced interrogators, little experience handling and moving prisoners, and no core competency in prison management",2
5,"The Agency had too few analysts and linguists with the expertise requiredto support[a detention] programme""",2
1, there is no disputethat the programme was started and run on the fly,0
1,A critical finding of the Senate report wasthat torturing detainees did not yield otherwise unobtainable actionable intelligence,0
5,"CIA director, John O Brennan, admittedthat the agency ""has not concludedthat it was the use of EITsthat allowedus to obtain useful information from detainees""",2
5,the CIA still maintainsthat it gained valuable intelligence from detainees,2
1,it is not saying the abusive methods produced it,0
5,"The Senate report also describeshowthe CIA sought out two psychiatrists, James Mitchell and Bruce Jessen,to construct the torture programme instead of actual experienced interrogators,on the assumptionthat long-established humane and lawful interrogation methods wouldn't work",2
5,"In its response, the CIA acknowledgedthat it hadto look beyond the agencyto find experts on ""non-standard means of interrogation""",2
5,it was not an area of expertisethat CIA officers or the US government possessed,2
5,"The CIA called MitchellandJessen's background ""so unique""that the agency ""would have been derelicthad[it] not sought them outwhenit became clearthat CIA would be heading into the uncharted territory of the programme""",2
1, the torture programme was so out of whack withwhatprofessional interrogators dothat the CIA hadto go outside the US governmentto findpeople to do it,0
1,There still are important areas of disagreement between the Senate report and the CIA,0
1,The CIA is too protective of its ownto acknowledge the full import of its descent into torture or to disavow the programme entirely,0
1,But the agency - unlike its loudest defenders - is not endorsingtorture as a means ofgaining intelligence or keepingthe country safe,0
1,basing the case against torture on its total ineffectivenessis a risky proposition,0
1,Torture produces a lot of information,0
1,victims frequently make things upto ease their suffering,0
1,they may also on occasion say things of some value,0
1,That'swhyit is importantto rememberthat torture is illegal under any circumstances regardless of its utility,0
1,"But in a democracy, the strength of legal norms depends partly on their acceptance by the public",0
1,the public shouldn't haveto be persuadedthat barbaric methods failto makethem safer,0
1,doing soreinforces their illegality,0
1,"The flurry of media appearances by Cheney and other torture defenders has created a false sensethat there is a genuine divide overwhethertorture""works""",0
1,But neither the CIA nor professional interrogators actually say that,0
1,we can continueto debate other aspects of the CIA programme,0
0,includingwhetherthose responsible should be sanctioned,2
1,let'sstoppretendingthat there are two legitimate sides to this particular story,0
1,The quiet truth behind the inescapable headlines about man's inhumanity to man isthat the world is actually becoming a more peaceful place,0
1,Deaths from war and conflict have been declining for decades,0
1,current trends continue,0
1,we can makethem rarer still,0
1,What mysterious forceis sowing peace among humankind?,0
1,One possible reason isthat there are more atheists and nonbelievers than ever before,0
4,"In America, millennials are the largest and least religious generation in the country's history",2
1,The trend toward secularization in the US mirrors the movement in Europe and throughout the developed world,0
4,"And poll after poll have shownthat the nonreligious also lean more progressive and more pacifist on a wide variety of issues relating to violence: torture, the death penalty, corporal punishment, military adventurism and more",2
4,"A Pew poll from 2009, well before the Senate released its devastating torture report last month, askedwhethertorturing suspected terrorists could be justifiedfoundthat the non-religious were most opposedto torture,with a combined 55% sayingthat it could rarely or never be justified",2
4,Gallup has also foundthat people with no religious preference are less supportive of the death penalty than any group of Christians,2
4,The non-religious are also among the most likelyto saythe invasion of Iraq was a mistake,2
4,"The religiously unaffiliated are also less likelythanChristians to believethat the US is superior to all other countries in the world, a hyper-patriotic attitudethat's hardly conducive to careful reflection about the use of American military power",2
1,"As longashumanity was in thrall to the violent morality of religious texts,our societies were warlike and cruel",0
5,"Asthe American revolutionary Thomas Paine said,belief in a cruel god makes a cruel man",2
1,"It's only in the last few decades,aswe've begunto cast these beliefs off,that we're making real moral progress",0
1,The influence of the non-religious shows is also evident on an international scale,0
2,"The nonprofit group Vision of Humanity publishes an annual Global Peace Index,which ranks countries on a broad spectrum of indicators, including violent crime, incarceration rates, weapon ownership, and military spending",2
0,Sociologist Phil Zuckerman summarizes their results in his new book Living the Secular Life,2
4,"according to their most recent rankings, among the top ten most peaceful nations on earth, all are among the least God-believing",2
4, eight of the ten are specifically among the least theistic nations on earth,2
5, of the bottom ten - the least peaceful nations - most ofthem are extremely religious,2
2,not every atheist is peacefuland notevery religious person is violent,2
1,Avowedly pacifist faiths like the Quakers or Unitarian Universalists have played an important role in peace movements,0
1,"in the other direction, there are lamentably prominent atheists like Sam Harris or the late Christopher Hitchenswho've been entirely too cavalier about imperialism and military aggression",0
1,"But in general, the trend isthat,asthe world becomes less religious,we can expectit to become even more peaceful",0
1,It's notas ifwe weren't warned about the CIA,0
5,"Some 50 years beforethe Senate Intelligence Committee issued its 500-page report on torture,former President Harry Truman published an opinion piece in the Washington Postassertingthat the CIA was out of controland calling for itto be broken up",2
0,"Truman's column appeared on December 22, 1963, a month to the day following US President John F Kennedy's assassination and 11 years after hehimself moved out of the White House",2
5,"Truman argued, as the presidentwho authorised its establishment in 1947,that the CIA had strayed from the missionhe had intended for it",2
5,"He had favoured creation of the CIAso that a president would haveone agency providing him with objective foreign intelligence, rather than havingto rely upon the often conflicting information being served up by the Departments of State, Defense, and otherswho ""slantedto conform to established positions of a given department""",2
1,"Viewing intelligence gathering as its sole mission,Truman was disturbed ""by the waythe CIA has been diverted from its original assignment",0
5,"It has become an operational and at times a policy-making arm of the government.""",2
5,"He saidhe had ""never had any thought""that the CIA would involve itself in ""cloak and dagger operations""",2
5,"But it hadwhich ""has led to trouble and may have compounded our difficulties in several explosive areas""",2
1,It is clearly of some significancethat Truman published his piece just one month after Kennedy's assassination,0
1,Althoughthere is no evidencethat Truman was suggesting CIA involvement in the assassination,0
1,it is impossibleto believethat the late president's difficulties with the CIA were far from Truman's mind,0
1,"As a former presidentwho the Kennedy White House regularly briefed on foreign policy issues and decisions,Truman knewhowthe CIA essentially steamrolled Kennedy into the disastrous Bay of Pigs invasion of Cuba (and other anti- Castro actions),leadingKennedy to tell a friendthat he wanted""to splinter the CIA into a thousand pieces and scatter it to the winds""",0
2,Kennedy never had the chanceto follow up on that idea,2
1,it was essentiallywhatTruman suggested a month after Kennedy's death,0
1,"Obviously, Truman's recommendation had no effect",0
1, the Washington establishment apparently took actionto seethat Truman's piece disappeared almost without a trace (easier in those pre-internet days),0
5,"According to former CIA analyst Ray McGovern, the Washington Post only published the piece in its morning edition,pulling it from view after that (a peculiar wayto treat an opinion piece by a former president, especially on such a weighty issue)",2
5,"McGovern also reportsthat former CIA Director Allen Dulles,who Kennedy fired after the Bay of Pigs debacle,actually flew down to Truman's home in Independence, Missourito get the former president to retract",2
0,AlthoughDulles reported back to his friendsthat Truman had indeed recanted,2
1,he clearly never did,0
5," six months afterpublishing the column in the Post,Truman wrote to the managing editor of Look Magazinethat he intended the CIA as an intelligence gathering agency only and not a placewhere""strange activities"" would be launched",2
1,"No doubt, the Bay of Pigs and Cuba, in general, were not the only examples of CIA interventionsthat disturbed Truman",0
1,"In the years between the end of Truman's administration and his Washington Post column, the CIA had orchestrated the overthrow of governments in Iran (1953), Guatemala (1954), Congo (1960), Dominican Republic (1961), South Vietnam (1963), Brazil (1964)",0
1,"Within a year following Truman's death, the CIA successfully brought down the Allende government in Chile (1973)",0
1,"As for its activities since, its intelligence activities have clearly continuedto be a low priority",0
1,"(it has gottenIraq wrong from the start, culminating most recently in its failureto predict the rise of ISIL)",0
1,"whatTruman called its ""cloak and dagger"" operations,have proliferated",0
5,"According to historian William Blum,writing in Foreign Policy Journal,in the last 69 years, the CIA has (often in conjunction with the military) ""(1)attemptedto overthrow more than 50 governments,most of which were democratically-elected, (2)attemptedto suppress a populist or nationalist movement in 20countries, (3) grossly interfered in democratic elections in at least 30 countries, (4) dropped bombs on the people of more than 30 countries, (5) attemptedto assassinate more than 50 foreign leaders.""",2
1,"And now there are the horrific reports of torture and, equally appalling, the defense of CIA torture by former CIA driectors, other top CIA officials and, most enthusiastically, former Vice President Dick Cheney",0
5,"who famously told NBC five days after 9/11that it was now time for US intelligence agenciesto operate on the ""dark side""",2
1,That is the context of the torture debate,0
1,"AsTruman understood,the CIA was dangerous and should be broken up or, in Kennedy's words, ""splinter[ed] into a thousand pieces and scatter[ed] to the winds""",0
2,That was 50 years and nine presidents ago,2
1,"since John F Kennedy, no president has challenged the CIA",0
1,Perhaps each of them have understoodthere are battlesthat not even a president could win,0
1,"Max Factor has appointed Marilyn Monroe as its new ""global ambassador"", leavingsome people bemused at the idea ofselecting an ambassadorwho has been dead since 1962",0
1,They seemto suspectthis might limit her diplomatic utility,0
1,But Monroe representsjust whatMax Factor wantsto resuscitate: the glamourfor which the company was once a byword,0
0,"In the era of classic Hollywood (about 1920-1965), Max Factor ran the only cosmetic game in town",2
0,"pioneering the use of makeup for cinema, and then, with his sons, adapting and selling those products commercially",2
2,Monroe remainsone of the most iconic Hollywood movie stars,2
5,Max Factor's spokeswoman saidthey chose herbecauseshe epitomises their history,2
5,"""Marilynmade the sultry red lip, creamy skin and dramatically lined eyes the most famous beauty look of the 1940s,andit's a lookthat continuesto dominate the beauty and fashion industry.It is the ultimate lookthat defines glamour -nothing else compares,""the spokeswoman said",2
1,"The campaign will emphasise Monroe's metamorphosis,it was reported this week, from ""mousey"" Norma Jeane Mortenson to glamorous Marilyn Monroe, a decisionthat seems, at face value, rather canny",0
1,Certainly it has stirred up a bit of welcome publicity around the campaign,0
1,which claims in particularthat it was Max Factor Jr's ideato bleach the star's naturally chestnut hair to that famous platinum blonde,0
